flight_date,departure_scheduled,departure_estimated,airline_name,flight_number,flight_iata,flight_icao,flight_status,departure_airport,departure_iata,departure_icao,departure_terminal,arrival_airport,arrival_iata,arrival_icao,arrival_scheduled,arrival_estimated
8/25/2021,2021-08-25T12:40:00+00:00,2021-08-25T12:40:00+00:00,SpiceJet,163,SG163,SEJ163,scheduled,Chhatrapati Shivaji International (Sahar International),BOM,VABB,2,Bajpe,IXE,VOML,2021-08-25T14:25:00+00:00,2021-08-25T14:25:00+00:00
8/25/2021,2021-08-25T06:00:00+00:00,2021-08-25T06:00:00+00:00,Xiamen Airlines,9342,MF9342,CXA9342,active,Guglielmo Marconi,BLQ,LIPE,NA,Schiphol,AMS,EHAM,2021-08-25T07:55:00+00:00,2021-08-25T07:55:00+00:00
8/25/2021,2021-08-25T09:00:00+00:00,2021-08-25T09:00:00+00:00,Shenzhen Airlines,4197,ZH4197,CSZ4197,cancelled,Shuangliu,CTU,ZUUU,T2,Beijing Capital International,PEK,ZBAA,2021-08-25T11:55:00+00:00,2021-08-25T11:55:00+00:00
8/25/2021,2021-08-25T10:55:00+00:00,2021-08-25T10:55:00+00:00,Sundair,4401,SR4401,SDR4401,scheduled,Nikos Kazantzakis Airport,HER,LGIR,NA,Halle,LEJ,EDDP,2021-08-25T13:20:00+00:00,2021-08-25T13:20:00+00:00
8/25/2021,2021-08-25T10:00:00+00:00,2021-08-25T10:00:00+00:00,Proflight Zambia,8930,P08930,PFZ8930,scheduled,Durban International,DUR,FALE,NA,Oliver Reginald Tambo International (Jan Smuts International),JNB,FAOR,2021-08-25T11:15:00+00:00,2021-08-25T11:15:00+00:00
8/25/2021,2021-08-25T09:35:00+00:00,2021-08-25T09:35:00+00:00,Sichuan Airlines,2083,3U2083,CSC2083,active,Zhoushan,HSN,ZSZS,NA,Jinjiang,JJN,ZSQZ,2021-08-25T11:05:00+00:00,2021-08-25T11:05:00+00:00
8/25/2021,2021-08-25T09:05:00+00:00,2021-08-25T09:05:00+00:00,Qantas,708,QF708,QFA708,landed,Brisbane International,BNE,YBBN,D,Cairns,CNS,YBCS,2021-08-25T11:25:00+00:00,2021-08-25T11:25:00+00:00
8/25/2021,2021-08-25T04:30:00+00:00,2021-08-25T04:30:00+00:00,Serene Air,752,ER752,SEP752,diverted,Sharjah,SHJ,OMSJ,NA,Peshawar,PEW,OPPS,2021-08-25T08:30:00+00:00,2021-08-25T08:30:00+00:00
8/25/2021,2021-08-25T07:25:00+00:00,2021-08-25T07:25:00+00:00,Kunming Airlines,9961,KY9961,KNA9961,cancelled,Guangzhou Baiyun International,CAN,ZGGG,1,Wenzhou,WNZ,ZSWZ,2021-08-25T09:20:00+00:00,2021-08-25T09:20:00+00:00
8/25/2021,2021-08-25T15:50:00+00:00,2021-08-25T15:50:00+00:00,Juneyao Airlines,5280,HO5280,DKH5280,scheduled,Shanghai,HFE,ZSOF,NA,Shenzhen,SZX,ZGSZ,2021-08-25T18:05:00+00:00,2021-08-25T18:05:00+00:00
8/25/2021,2021-08-25T15:50:00+00:00,2021-08-25T15:50:00+00:00,Air China LTD,3776,CA3776,CCA3776,scheduled,Shanghai,HFE,ZSOF,NA,Shenzhen,SZX,ZGSZ,2021-08-25T18:05:00+00:00,2021-08-25T18:05:00+00:00
8/25/2021,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00,China Express Air,8466,G58466,HXA8466,scheduled,Shanghai,HFE,ZSOF,NA,Chongqing Jiangbei International,CKG,ZUCK,2021-08-25T17:45:00+00:00,2021-08-25T17:45:00+00:00
8/25/2021,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00,Shenzhen Airlines,2747,ZH2747,CSZ2747,scheduled,Shanghai,HFE,ZSOF,NA,Chongqing Jiangbei International,CKG,ZUCK,2021-08-25T17:45:00+00:00,2021-08-25T17:45:00+00:00
8/25/2021,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00,Sichuan Airlines,2089,3U2089,CSC2089,scheduled,Shanghai,HFE,ZSOF,NA,Chongqing Jiangbei International,CKG,ZUCK,2021-08-25T17:45:00+00:00,2021-08-25T17:45:00+00:00
8/25/2021,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00,Shandong Airlines,2133,SC2133,CDG2133,scheduled,Shanghai,HFE,ZSOF,NA,Linfen Qiaoli Airport,LFQ,ZBLF,2021-08-25T17:20:00+00:00,2021-08-25T17:20:00+00:00
8/25/2021,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00,Air China LTD,4735,CA4735,CCA4735,scheduled,Shanghai,HFE,ZSOF,NA,Linfen Qiaoli Airport,LFQ,ZBLF,2021-08-25T17:20:00+00:00,2021-08-25T17:20:00+00:00
8/25/2021,2021-08-25T15:25:00+00:00,2021-08-25T15:25:00+00:00,Shenzhen Airlines,8730,ZH8730,CSZ8730,cancelled,Shanghai,HFE,ZSOF,NA,Jinjiang,JJN,ZSQZ,2021-08-25T17:10:00+00:00,2021-08-25T17:10:00+00:00
8/25/2021,2021-08-25T15:25:00+00:00,2021-08-25T15:25:00+00:00,Kunming Airlines,9730,KY9730,KNA9730,cancelled,Shanghai,HFE,ZSOF,NA,Jinjiang,JJN,ZSQZ,2021-08-25T17:10:00+00:00,2021-08-25T17:10:00+00:00
8/25/2021,2021-08-25T15:25:00+00:00,2021-08-25T15:25:00+00:00,Juneyao Airlines,5066,HO5066,DKH5066,cancelled,Shanghai,HFE,ZSOF,NA,Jinjiang,JJN,ZSQZ,2021-08-25T17:10:00+00:00,2021-08-25T17:10:00+00:00
8/25/2021,2021-08-25T15:25:00+00:00,2021-08-25T15:25:00+00:00,Air China LTD,3618,CA3618,CCA3618,cancelled,Shanghai,HFE,ZSOF,NA,Jinjiang,JJN,ZSQZ,2021-08-25T17:10:00+00:00,2021-08-25T17:10:00+00:00
8/25/2021,2021-08-25T15:25:00+00:00,2021-08-25T15:25:00+00:00,Qingdao Airlines,9860,QW9860,QDA9860,scheduled,Shanghai,HFE,ZSOF,NA,Qingdao,TAO,ZSQD,2021-08-25T17:05:00+00:00,2021-08-25T17:05:00+00:00
8/25/2021,2021-08-25T15:20:00+00:00,2021-08-25T15:20:00+00:00,Shandong Airlines,8761,SC8761,CDG8761,cancelled,Shanghai,HFE,ZSOF,NA,Guilin,KWL,ZGKL,2021-08-25T17:15:00+00:00,2021-08-25T17:15:00+00:00
8/25/2021,2021-08-25T15:20:00+00:00,2021-08-25T15:20:00+00:00,Air China LTD,8761,CA8761,CCA8761,cancelled,Shanghai,HFE,ZSOF,NA,Guilin,KWL,ZGKL,2021-08-25T17:15:00+00:00,2021-08-25T17:15:00+00:00
8/25/2021,2021-08-25T15:20:00+00:00,2021-08-25T15:20:00+00:00,China Southern Airlines,3816,CZ3816,CSN3816,scheduled,Shanghai,HFE,ZSOF,NA,Guangzhou Baiyun International,CAN,ZGGG,2021-08-25T17:30:00+00:00,2021-08-25T17:30:00+00:00
8/25/2021,2021-08-25T15:15:00+00:00,2021-08-25T15:15:00+00:00,Xiamen Airlines,3091,MF3091,CXA3091,cancelled,Shanghai,HFE,ZSOF,NA,Xianyang,XIY,ZLXY,2021-08-25T17:10:00+00:00,2021-08-25T17:10:00+00:00
8/25/2021,2021-08-25T05:45:00+00:00,2021-08-25T05:45:00+00:00,Southwest Airlines,4660,WN4660,SWA4660,scheduled,Indianapolis International,IND,KIND,NA,Denver International,DEN,KDEN,2021-08-25T06:25:00+00:00,2021-08-25T06:25:00+00:00
8/25/2021,2021-08-25T01:30:00+00:00,2021-08-25T01:30:00+00:00,Priority Air Charter,8,NA,PRY8,scheduled,Indianapolis International,IND,KIND,NA,Raleigh-durham International Airport,RDU,KRDU,2021-08-25T03:25:00+00:00,2021-08-25T03:25:00+00:00
8/25/2021,2021-08-25T18:50:00+00:00,2021-08-25T18:50:00+00:00,Air Busan,8094,BX8094,ABL8094,scheduled,Jeju Airport,CJU,RKPC,NA,Gimpo Airport,GMP,RKSS,2021-08-25T20:00:00+00:00,2021-08-25T20:00:00+00:00
8/25/2021,2021-08-25T18:50:00+00:00,2021-08-25T18:50:00+00:00,Asiana Airlines,8094,OZ8094,AAR8094,scheduled,Jeju Airport,CJU,RKPC,NA,Gimpo Airport,GMP,RKSS,2021-08-25T20:00:00+00:00,2021-08-25T20:00:00+00:00
8/25/2021,2021-08-25T18:40:00+00:00,2021-08-25T18:40:00+00:00,Jeju Air,146,7C146,JJA146,scheduled,Jeju Airport,CJU,RKPC,NA,Gimpo Airport,GMP,RKSS,2021-08-25T19:50:00+00:00,2021-08-25T19:50:00+00:00
8/25/2021,2021-08-25T18:40:00+00:00,2021-08-25T18:40:00+00:00,Jeju Air,514,7C514,JJA514,scheduled,Jeju Airport,CJU,RKPC,NA,Gimhae,PUS,RKPK,2021-08-25T19:40:00+00:00,2021-08-25T19:40:00+00:00
8/25/2021,2021-08-25T08:45:00+00:00,2021-08-25T08:45:00+00:00,Ryanair,8244,FR8244,RYR8244,scheduled,Bristol,BRS,EGGD,NA,Son Sant Joan Airport,PMI,LEPA,2021-08-25T12:00:00+00:00,2021-08-25T12:00:00+00:00
8/25/2021,2021-08-25T08:15:00+00:00,2021-08-25T08:15:00+00:00,easyJet,6053,U26053,EZY6053,scheduled,Bristol,BRS,EGGD,NA,Pablo Ruiz Picasso,AGP,LEMG,2021-08-25T11:55:00+00:00,2021-08-25T11:55:00+00:00
8/25/2021,2021-08-25T19:00:00+00:00,2021-08-25T19:00:00+00:00,Singapore Airlines,7888,SQ7888,SIA7888,scheduled,Singapore Changi,SIN,WSSS,NA,Shanghai Pudong International,PVG,ZSPD,2021-08-26T00:10:00+00:00,2021-08-26T00:10:00+00:00
8/25/2021,2021-08-25T18:45:00+00:00,2021-08-25T18:45:00+00:00,Singapore Airlines,126,SQ126,SIA126,scheduled,Singapore Changi,SIN,WSSS,3,Kuala Lumpur International Airport (klia),KUL,WMKK,2021-08-25T19:45:00+00:00,2021-08-25T19:45:00+00:00
8/25/2021,2021-08-25T18:45:00+00:00,2021-08-25T18:45:00+00:00,Vistara,8126,UK8126,VTI8126,scheduled,Singapore Changi,SIN,WSSS,3,Kuala Lumpur International Airport (klia),KUL,WMKK,2021-08-25T19:45:00+00:00,2021-08-25T19:45:00+00:00
8/25/2021,2021-08-25T18:45:00+00:00,2021-08-25T18:45:00+00:00,Malaysia Airlines,5844,MH5844,MAS5844,scheduled,Singapore Changi,SIN,WSSS,3,Kuala Lumpur International Airport (klia),KUL,WMKK,2021-08-25T19:45:00+00:00,2021-08-25T19:45:00+00:00
8/25/2021,2021-08-25T18:45:00+00:00,2021-08-25T18:45:00+00:00,SWISS,9064,LX9064,SWR9064,scheduled,Singapore Changi,SIN,WSSS,3,Kuala Lumpur International Airport (klia),KUL,WMKK,2021-08-25T19:45:00+00:00,2021-08-25T19:45:00+00:00
8/25/2021,2021-08-25T18:40:00+00:00,2021-08-25T18:40:00+00:00,Singapore Airlines,34,SQ34,SIA34,scheduled,Singapore Changi,SIN,WSSS,3,San Francisco International,SFO,KSFO,2021-08-25T19:05:00+00:00,2021-08-25T19:05:00+00:00
8/25/2021,2021-08-25T18:40:00+00:00,2021-08-25T18:40:00+00:00,Vistara,8034,UK8034,VTI8034,scheduled,Singapore Changi,SIN,WSSS,3,San Francisco International,SFO,KSFO,2021-08-25T19:05:00+00:00,2021-08-25T19:05:00+00:00
8/25/2021,2021-08-25T18:30:00+00:00,2021-08-25T18:30:00+00:00,Suparna Airlines,7402,Y87402,YZR7402,scheduled,Singapore Changi,SIN,WSSS,NA,Tianjin Binhai International,TSN,ZBTJ,2021-08-26T01:30:00+00:00,2021-08-26T01:30:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Singapore Airlines,285,SQ285,SIA285,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Vistara,8285,UK8285,VTI8285,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Turkish Airlines,9334,TK9334,THY9334,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,SAS,8005,SK8005,SAS8005,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Asiana Airlines,6799,OZ6799,AAR6799,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Air New Zealand,3285,NZ3285,ANZ3285,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,SWISS,9030,LX9030,SWR9030,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Lufthansa,9766,LH9766,DLH9766,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T18:25:00+00:00,2021-08-25T18:25:00+00:00,Ethiopian Airlines,1319,ET1319,ETH1319,scheduled,Singapore Changi,SIN,WSSS,3,Auckland International,AKL,NZAA,2021-08-26T08:00:00+00:00,2021-08-26T08:00:00+00:00
8/25/2021,2021-08-25T12:35:00+00:00,2021-08-25T12:35:00+00:00,KLM,1906,KL1906,KLM1906,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Schiphol,AMS,EHAM,2021-08-25T15:15:00+00:00,2021-08-25T15:15:00+00:00
8/25/2021,2021-08-25T12:35:00+00:00,2021-08-25T12:35:00+00:00,Air Serbia,7636,JU7636,ASL7636,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Schiphol,AMS,EHAM,2021-08-25T15:15:00+00:00,2021-08-25T15:15:00+00:00
8/25/2021,2021-08-25T12:35:00+00:00,2021-08-25T12:35:00+00:00,Delta Air Lines,9225,DL9225,DAL9225,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Schiphol,AMS,EHAM,2021-08-25T15:15:00+00:00,2021-08-25T15:15:00+00:00
8/25/2021,2021-08-25T12:25:00+00:00,2021-08-25T12:25:00+00:00,Air Serbia,178,JU178,ASL178,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Tivat,TIV,LYTV,2021-08-25T13:20:00+00:00,2021-08-25T13:20:00+00:00
8/25/2021,2021-08-25T12:20:00+00:00,2021-08-25T12:20:00+00:00,Air France,1661,AF1661,AFR1661,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Charles De Gaulle,CDG,LFPG,2021-08-25T14:50:00+00:00,2021-08-25T14:50:00+00:00
8/25/2021,2021-08-25T12:20:00+00:00,2021-08-25T12:20:00+00:00,Air Serbia,7822,JU7822,ASL7822,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Charles De Gaulle,CDG,LFPG,2021-08-25T14:50:00+00:00,2021-08-25T14:50:00+00:00
8/25/2021,2021-08-25T12:20:00+00:00,2021-08-25T12:20:00+00:00,Delta Air Lines,8633,DL8633,DAL8633,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Charles De Gaulle,CDG,LFPG,2021-08-25T14:50:00+00:00,2021-08-25T14:50:00+00:00
8/25/2021,2021-08-25T12:15:00+00:00,2021-08-25T12:15:00+00:00,Air Serbia,802,JU802,ASL802,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Istanbul Airport,IST,LTFM,2021-08-25T14:55:00+00:00,2021-08-25T14:55:00+00:00
8/25/2021,2021-08-25T12:15:00+00:00,2021-08-25T12:15:00+00:00,Turkish Airlines,9502,TK9502,THY9502,scheduled,Belgrade Nikola Tesla,BEG,LYBE,2,Istanbul Airport,IST,LTFM,2021-08-25T14:55:00+00:00,2021-08-25T14:55:00+00:00
8/25/2021,2021-08-25T15:50:00+00:00,2021-08-25T15:50:00+00:00,Maldivian,244,Q2244,DQA244,scheduled,"Ifuru Airport
",IFU,VREI,NA,Hanimaadhoo,HAQ,VRMH,2021-08-25T16:25:00+00:00,2021-08-25T16:25:00+00:00
8/25/2021,2021-08-25T13:05:00+00:00,2021-08-25T13:05:00+00:00,Alitalia,1395,AZ1395,AZA1395,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Cristoforo Colombo,GOA,LIMJ,2021-08-25T14:10:00+00:00,2021-08-25T14:10:00+00:00
8/25/2021,2021-08-25T13:00:00+00:00,2021-08-25T13:00:00+00:00,Alitalia,85,AZ85,AZA85,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,NA,Marco Polo,VCE,LIPZ,2021-08-25T14:55:00+00:00,2021-08-25T14:55:00+00:00
8/25/2021,2021-08-25T13:00:00+00:00,2021-08-25T13:00:00+00:00,Delta Air Lines,153,DL153,DAL153,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,John F Kennedy International,JFK,KJFK,2021-08-25T16:50:00+00:00,2021-08-25T16:50:00+00:00
8/25/2021,2021-08-25T12:55:00+00:00,2021-08-25T12:55:00+00:00,British Airways,549,BA549,BAW549,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Heathrow,LHR,EGLL,2021-08-25T14:40:00+00:00,2021-08-25T14:40:00+00:00
8/25/2021,2021-08-25T12:50:00+00:00,2021-08-25T12:50:00+00:00,Alitalia,1831,AZ1831,AZA1831,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Lampedusa,LMP,LICD,2021-08-25T14:15:00+00:00,2021-08-25T14:15:00+00:00
8/25/2021,2021-08-25T12:45:00+00:00,2021-08-25T12:45:00+00:00,Alitalia,1417,AZ1417,AZA1417,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Sandro Pertini (caselle),TRN,LIMF,2021-08-25T14:00:00+00:00,2021-08-25T14:00:00+00:00
8/25/2021,2021-08-25T12:40:00+00:00,2021-08-25T12:40:00+00:00,KLM,1602,KL1602,KLM1602,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Schiphol,AMS,EHAM,2021-08-25T15:10:00+00:00,2021-08-25T15:10:00+00:00
8/25/2021,2021-08-25T12:30:00+00:00,2021-08-25T12:30:00+00:00,Vueling,3314,VY3314,VLG3314,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,1,Santorini (Thira),JTR,LGSR,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00
8/25/2021,2021-08-25T12:30:00+00:00,2021-08-25T12:30:00+00:00,easyJet,1062,U21062,EZY1062,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Euroairport Swiss,BSL,LFSB,2021-08-25T14:10:00+00:00,2021-08-25T14:10:00+00:00
8/25/2021,2021-08-25T12:25:00+00:00,2021-08-25T12:25:00+00:00,Ryanair,4858,FR4858,RYR4858,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,1,Fontanarossa,CTA,LICC,2021-08-25T13:40:00+00:00,2021-08-25T13:40:00+00:00
8/25/2021,2021-08-25T12:25:00+00:00,2021-08-25T12:25:00+00:00,Air France,1105,AF1105,AFR1105,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Charles De Gaulle,CDG,LFPG,2021-08-25T14:35:00+00:00,2021-08-25T14:35:00+00:00
8/25/2021,2021-08-25T12:15:00+00:00,2021-08-25T12:15:00+00:00,TAP Air Portugal,841,TP841,TAP841,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Lisbon Portela,LIS,LPPT,2021-08-25T14:25:00+00:00,2021-08-25T14:25:00+00:00
8/25/2021,2021-08-25T12:10:00+00:00,2021-08-25T12:10:00+00:00,Sky Express,821,GQ821,SEH821,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,"Athens International Airport \Eleftherios Venizelos\""""",ATH,LGAV,2021-08-25T15:05:00+00:00,2021-08-25T15:05:00+00:00
8/25/2021,2021-08-25T12:10:00+00:00,2021-08-25T12:10:00+00:00,Iberia,3231,IB3231,IBE3231,scheduled,Leonardo Da Vinci (Fiumicino),FCO,LIRF,3,Barajas,MAD,LEMD,2021-08-25T14:45:00+00:00,2021-08-25T14:45:00+00:00
8/25/2021,2021-08-25T07:00:00+00:00,2021-08-25T07:00:00+00:00,United Airlines,3957,UA3957,UAL3957,scheduled,Lovell Field,CHA,KCHA,NA,Chicago O'hare International,ORD,KORD,2021-08-25T08:01:00+00:00,2021-08-25T08:01:00+00:00
8/25/2021,2021-08-25T06:45:00+00:00,2021-08-25T06:45:00+00:00,Delta Air Lines,2380,DL2380,DAL2380,scheduled,Lovell Field,CHA,KCHA,NA,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-25T07:29:00+00:00,2021-08-25T07:29:00+00:00
8/25/2021,2021-08-25T06:45:00+00:00,2021-08-25T06:45:00+00:00,Korean Air,7130,KE7130,KAL7130,scheduled,Lovell Field,CHA,KCHA,NA,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-25T07:29:00+00:00,2021-08-25T07:29:00+00:00
8/25/2021,2021-08-25T06:45:00+00:00,2021-08-25T06:45:00+00:00,Aeromexico,3740,AM3740,AMX3740,scheduled,Lovell Field,CHA,KCHA,NA,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-25T07:29:00+00:00,2021-08-25T07:29:00+00:00
8/25/2021,2021-08-25T06:31:00+00:00,2021-08-25T06:31:00+00:00,American Airlines,6031,AA6031,AAL6031,scheduled,Lovell Field,CHA,KCHA,NA,Charlotte Douglas,CLT,KCLT,2021-08-25T08:02:00+00:00,2021-08-25T08:02:00+00:00
8/25/2021,2021-08-25T06:10:00+00:00,2021-08-25T06:10:00+00:00,American Airlines,4234,AA4234,AAL4234,scheduled,Lovell Field,CHA,KCHA,NA,Dallas/Fort Worth International,DFW,KDFW,2021-08-25T07:23:00+00:00,2021-08-25T07:23:00+00:00
8/25/2021,2021-08-25T17:55:00+00:00,2021-08-25T17:55:00+00:00,Skymark Airlines,113,BC113,SKY113,scheduled,Haneda Airport,HND,RJTT,1,Kobe,UKB,RJBE,2021-08-25T19:10:00+00:00,2021-08-25T19:10:00+00:00
8/25/2021,2021-08-25T07:00:00+00:00,2021-08-25T07:00:00+00:00,empty,NA,NA,NA,scheduled,Isla Grande,SIG,TJIG,NA,Isla Grande,SIG,TJIG,2021-08-25T09:57:00+00:00,2021-08-25T09:57:00+00:00
8/25/2021,2021-08-25T19:45:00+00:00,2021-08-25T19:45:00+00:00,Skymark Airlines,147,BC147,SKY147,scheduled,Kobe,UKB,RJBE,NA,Nagasaki,NGS,RJFU,2021-08-25T20:55:00+00:00,2021-08-25T20:55:00+00:00
8/25/2021,2021-08-25T19:10:00+00:00,2021-08-25T19:10:00+00:00,Skymark Airlines,116,BC116,SKY116,scheduled,Kobe,UKB,RJBE,NA,Haneda Airport,HND,RJTT,2021-08-25T20:20:00+00:00,2021-08-25T20:20:00+00:00
8/25/2021,2021-08-25T14:40:00+00:00,2021-08-25T14:40:00+00:00,Iran Aseman Airlines,3909,EP3909,IRC3909,scheduled,Isfahan International,IFN,OIFM,NA,Mehrabad (Qualeh Morgeh),THR,OIII,2021-08-25T15:40:00+00:00,2021-08-25T15:40:00+00:00
8/25/2021,2021-08-25T16:10:00+00:00,2021-08-25T16:10:00+00:00,Yeti Airlines,539,YT539,NYT539,scheduled,Tribhuvan International,KTM,VNKT,NA,Simara,SIF,VNSI,2021-08-25T16:30:00+00:00,2021-08-25T16:30:00+00:00
8/26/2021,2021-08-26T00:45:00+00:00,2021-08-26T00:45:00+00:00,Qantas,7405,QF7405,QFA7405,scheduled,Kingsford Smith,SYD,YSSY,NA,Tullamarine,MEL,YMML,2021-08-26T02:20:00+00:00,2021-08-26T02:20:00+00:00
8/26/2021,2021-08-26T00:35:00+00:00,2021-08-26T00:35:00+00:00,Qantas,839,QF839,QFA839,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-26T05:15:00+00:00,2021-08-26T05:15:00+00:00
8/26/2021,2021-08-26T00:35:00+00:00,2021-08-26T00:35:00+00:00,China Eastern Airlines,4216,MU4216,CES4216,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-26T05:15:00+00:00,2021-08-26T05:15:00+00:00
8/26/2021,2021-08-26T00:35:00+00:00,2021-08-26T00:35:00+00:00,Air New Zealand,7839,NZ7839,ANZ7839,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-26T05:15:00+00:00,2021-08-26T05:15:00+00:00
8/25/2021,2021-08-25T10:30:00+00:00,2021-08-25T10:30:00+00:00,Skyward Express,350,OW350,SEW350,scheduled,Moi International,MBA,HKMO,2,Lamu,LAU,HKLU,2021-08-25T11:10:00+00:00,2021-08-25T11:10:00+00:00
8/25/2021,2021-08-25T07:00:00+00:00,2021-08-25T07:00:00+00:00,Loong Air,8029,GJ8029,CDC8029,landed,Hangzhou,HGH,ZSHC,3,Xianyang,XIY,ZLXY,2021-08-25T09:20:00+00:00,2021-08-25T09:20:00+00:00
8/25/2021,2021-08-25T13:55:00+00:00,2021-08-25T13:55:00+00:00,JetBlue Airways,5607,B65607,JBU5607,scheduled,Arlanda,ARN,ESSA,5,Keflavik International,KEF,BIKF,2021-08-25T15:10:00+00:00,2021-08-25T15:10:00+00:00
8/25/2021,2021-08-25T13:55:00+00:00,2021-08-25T13:55:00+00:00,Aeroflot,3794,SU3794,AFL3794,scheduled,Arlanda,ARN,ESSA,5,Keflavik International,KEF,BIKF,2021-08-25T15:10:00+00:00,2021-08-25T15:10:00+00:00
8/25/2021,2021-08-25T07:30:00+00:00,2021-08-25T07:30:00+00:00,ANA,7117,NH7117,ANA7117,cancelled,Tampa International,TPA,KTPA,NA,Washington Dulles International,IAD,KIAD,2021-08-25T09:44:00+00:00,2021-08-25T09:44:00+00:00
8/25/2021,2021-08-25T07:30:00+00:00,2021-08-25T07:30:00+00:00,Copa Airlines,2837,CM2837,CMP2837,cancelled,Tampa International,TPA,KTPA,NA,Washington Dulles International,IAD,KIAD,2021-08-25T09:44:00+00:00,2021-08-25T09:44:00+00:00
8/25/2021,2021-08-25T16:50:00+00:00,2021-08-25T16:50:00+00:00,Shandong Airlines,4569,SC4569,CDG4569,cancelled,Chongqing Jiangbei International,CKG,ZUCK,T3,Fuzhou,FOC,ZSFZ,2021-08-25T19:25:00+00:00,2021-08-25T19:25:00+00:00
8/25/2021,2021-08-25T11:10:00+00:00,2021-08-25T11:10:00+00:00,Air China LTD,3315,CA3315,CCA3315,landed,Changzhou,CZX,ZSCG,NA,Harbin,HRB,ZYHB,2021-08-25T13:55:00+00:00,2021-08-25T13:55:00+00:00
